Id   ,Name                                                                           ,Product Group                                     ,Description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,mainsPowerReq ,powerType                     ,prefPwrCbl ,isCable ,cblLeng ,connector1 ,connector2
 141 ,Upper vertical array (LD Maui 28)                                              ,Audio - Speakers (Active)                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
 201 ,Upper vertical array (LD Maui 28 G2)                                           ,Audio - Speakers (Active)                         ,"box dims for shipping:
                                                                                                                                         89cm x 28cm x 17cm H"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,              ,                              ,           ,        ,        ,           ,
 836 ,Upper vertical array (LD Maui 28 G2) WHITE                                     ,Audio - Speakers (Active)                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
1010 ,Yamaha DHR12M                                                                  ,Audio - Speakers (Active)                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Yes           ,c14                           ,        71 ,        ,        ,           ,
  72 ,Yamaha DSR112                                                                  ,Audio - Speakers (Active)                         ,"Powered 12"" monitor, wood case
                                                                                                                                         
                                                                                                                                         Ultra-precise 48-bit digital sound processing
                                                                                                                                         D-CONTOUR (Dynamic-CONTOUR) multi-band dynamic processing
                                                                                                                                         All-new 1300W Class-D amplifiers with PFC switching mode power supply
                                                                                                                                         Maximum SPL 134dB peak
                                                                                                                                         Extensive protection of the transducers, amplifiers and power supply from high performance DSP
                                                                                                                                         Premium-grade, custom-designed transducers
                                                                                                                                         Exclusive 90° × 60° CD Waveguide Horn
                                                                                                                                         Compact and lightweight (21.2kg / 47lbs)
                                                                                                                                         Performs as main PA or floor monitor
                                                                                                                                         Stand and pole mountable, with 35mm pole sockets
                                                                                                                                         Integrated M10 rigging points for suspended applications
                                                                                                                                         
                                                                                                                                         http://www.yamahaproaudio.com/global/en/products/speakers/dsr_series/lineup.jsp"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Yes           ,c14                           ,       230 ,        ,        ,           ,
  22 ,Yamaha DSR118                                                                  ,Audio - Speakers (Active)                         ,"Powered sub 18""
                                                                                                                                         
                                                                                                                                         W 520mm (20 4/8"")
                                                                                                                                         H 638mm (25 2/8"")
                                                                                                                                         D 584mm (23"")
                                                                                                                                         
                                                                                                                                         https://uk.yamaha.com/en/products/proaudio/speakers/dsr_series/specs.html#product-tabs"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,Yes           ,c14                           ,        71 ,        ,        ,           ,
  25 ,Yamaha DXR10                                                                   ,Audio - Speakers (Active)                         ,"10"" 2-way, Bi-amp powered speaker (1100 watts)
                                                                                                                                         
                                                                                                                                         Portable, yet capable of producing an astonishing 131 dB SPL, the DXR10’s compact, functional design makes it ideal for a wide range of applications. Whether providing simple vocal/instrument amplification, very powerful floor monitoring or comprising a compact SR system—the DXR10 delivers without compromising sound quality and power.
                                                                                                                                         
                                                                                                                                         https://uk.yamaha.com/en/products/proaudio/speakers/dxr/specs.html#product-tabs
                                                                                                                                         
                                                                                                                                         Product Registration"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,Yes           ,c14                           ,       230 ,        ,        ,           ,
 503 ,Yamaha DXR10 MK2                                                               ,Audio - Speakers (Active)                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Yes           ,c14                           ,       230 ,        ,        ,           ,
  23 ,Yamaha DXS12 Subwoofer                                                         ,Audio - Speakers (Active)                         ,"Compact and powerful 12"" subwoofer equipped with a high-efficiency 950W Class-D amplifier
                                                                                                                                         
                                                                                                                                         The DXS12 is an extremely compact and powerful subwoofer equipped with a high-efficiency 950W Class-D amplifier and a 12” high-output woofer housed in an acoustically optimized band-pass enclosure.Try out our powerful D-XSUB low frequency processing for low-end you would never expect from a compact 12” subwoofer."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,Yes           ,c14                           ,        71 ,        ,        ,           ,
 868 ,"Yamaha DXS15 MKII 15"""                                                       ,Audio - Speakers (Active)                         ,"Key Features:
                                                                                                                                         Band-pass subwoofer
                                                                                                                                         15"" Woofer, 2.5"" Voice Coil
                                                                                                                                         135dB SPL
                                                                                                                                         40-150Hz Frequency Response
                                                                                                                                         High output power (1020W)
                                                                                                                                         D-XSUB DSP processing
                                                                                                                                         Selectable X-OVER (80/100/120Hz)
                                                                                                                                         2 pole sockets (35mm/M20)
                                                                                                                                         Lightweight - only 36KG!
                                                                                                                                         Cardiod function"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Yes           ,c14                           ,        71 ,        ,        ,           ,
1001 ,"Yamaha DZR10 10"" Active Speaker"                                             ,Audio - Speakers (Active)                         ,"The DZR10 is 2-way bi-amped powered loudspeaker that offers superb clarity at an impressive 137dB SPL. With best-in-class SPL performance, sophisticated DSP processing, and unrivaled low-frequency sound reproduction, the DZR10 realizes a truly professional sound delivered with a level of power that belies its compact, lightweight design."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,Yes           ,c14                           ,       230 ,        ,        ,           ,
 765 ,d&b M4 stage monitor                                                           ,Audio - Speakers (Passive)                        ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
 698 ,Funktion One EVO 7TH                                                           ,Audio - Speakers (Passive)                        ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
 697 ,Funktion One EVO 7TL-215                                                       ,Audio - Speakers (Passive)                        ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
 696 ,Funktion One F121                                                              ,Audio - Speakers (Passive)                        ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
 700 ,Funktion One PSM318                                                            ,Audio - Speakers (Passive)                        ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
1117 ,Nexo ID24 120° x 60°                                                           ,Audio - Speakers (Passive)                        ,"309mm wide, 132mm high and 233mm front to back, the ID24-T is a compact full range speaker using twin 4 inch drivers in a V formation plus an HF compression driver with rotatable horn. The horn can be rotated easily without the need for tools by a ‘screw head’ on the rear panel to give 60° x 60°, 90° x 40°, 120° x 40°, 120° x 60° (according to horns) HF coverage with the standard horn fitted. This increases the flexibility of the cabinet by allowing the HF horizontal dispersion to be ‘tuned’ for the given application. Primed for all touring applications, the ID24t (touring spec) features Speakon connectors and quick release rigging points for easy mounting – horizontally or vertically.
                                                                                                                                         
                                                                                                                                         KEY FEATURES
                                                                                                                                         Compact, high-powered sound reinforcement speaker
                                                                                                                                         Measures just 309mm W x 132mm H x 233mm D
                                                                                                                                         Rotatable horn for 60° x 60°, 90° x 40°, 120° x 40° or 120° x 60° HF coverage (according to horns)
                                                                                                                                         dedicated Touring version with Speakon connectivity and rigging points"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,              ,                              ,           ,        ,        ,           ,
 850 ,Nexo L15 Subwoofer                                                             ,Audio - Speakers (Passive)                        ,"Measuring 550mm wide x 439mm high x 650mm deep and weighing 35Kg, the L15 sub employs a 15″ long excursion driver in Baltic birch / poplar plywood cabinet with threaded inserts for mounting accessories and an M20 stand fitting. With a frequency range of 40Hz-120Hz, and 139dB Peak SPL, The L15 is specially designed in a footprint to match the P12, making it a perfect partner in flown applications, and for use as a drum fill.
                                                                                                                                         
                                                                                                                                         KEY FEATURES
                                                                                                                                         Dedicated partner sub for P12 with matching footprint
                                                                                                                                         Extends LF performance to 40Hz
                                                                                                                                         139dB peak SPL
                                                                                                                                         1 x 15"" long-excusion Neodymium driver
                                                                                                                                         Can be deployed in standard and cardioid modes
                                                                                                                                         Threaded inserts on the back and on both sides for connection of mounting accessories
                                                                                                                                         Standard fitting M20"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,              ,                              ,           ,        ,        ,           ,
  30 ,Nexo LS1200                                                                    ,Audio - Speakers (Passive)                        ,"18"" passive"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,              ,                              ,           ,        ,        ,           ,
 283 ,Nexo LS18                                                                      ,Audio - Speakers (Passive)                        ,"The LS18 subbass cabinet brings new versatility to NEXO GEO S12 line array systems and PS Series cabinets, delivering high SPL at a relatively low cost. Light and easy-to-handle, the LS18 uses a single 18″ long excursion driver and is compatible with all GEO S12 accessories, so it can fly with the S1230 and S1210 line array modules, or anchor a ground stack of S12 cabinets. With a steel stand fitting on top of the cabinet, the LS18 also allows for pole mounting of GEO S12 cabinets or NEXO PS15-R2 full-range speakers. LS18 can be flown in tandem with PS15s, which will be of particular interest to the installation sector.
                                                                                                                                         
                                                                                                                                         High power system (137-140dB peak SPL @ 1m)
                                                                                                                                         Frequency response 30Hz-130Hz
                                                                                                                                         1 x 18"" 4"" voice coil long excursion 8Ω driver
                                                                                                                                         Light and easy to handle
                                                                                                                                         Integrates with GEO S12 and PS Systems"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,              ,                              ,           ,        ,        ,           ,
  27 ,Nexo LS400                                                                     ,Audio - Speakers (Passive)                        ,"12"" passive"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,              ,                              ,           ,        ,        ,           ,
 119 ,Nexo LS600 High Efficiency Sub-bass                                            ,Audio - Speakers (Passive)                        ,"53cm D
                                                                                                                                         69cm W"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,              ,                              ,           ,        ,        ,           ,
1030 ,Nexo P10 Speaker                                                               ,Audio - Speakers (Passive)                        ,"Compact, low-profile, curvilinear enclosure
                                                                                                                                         10” LF Neodymium driver and 1.7” diaphragm HF driver in a coaxial configuration
                                                                                                                                         Variable HF directivity
                                                                                                                                         136dB peak SPL
                                                                                                                                         Threaded inserts on the back and on both sides for connection of mounting accessories
                                                                                                                                         Stand fitting on both sides
                                                                                                                                         4x NL4, 4 poles connectors; 2 on the back and 1 on both sides
                                                                                                                                         Touring, installation and TIS versions"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,              ,                              ,           ,        ,        ,           ,
  28 ,Nexo PS10                                                                      ,Audio - Speakers (Passive)                        ,"10"""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,              ,                              ,           ,        ,        ,           ,
 120 ,Nexo PS10 R2 (Left)                                                            ,Audio - Speakers (Passive)                        ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
 121 ,Nexo PS10 R2 (Right)                                                           ,Audio - Speakers (Passive)                        ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
  29 ,Nexo PS15                                                                      ,Audio - Speakers (Passive)                        ,"15"" passive"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,              ,                              ,           ,        ,        ,           ,
 275 ,Nexo PS15 R2 (Left)                                                            ,Audio - Speakers (Passive)                        ,"A high power system capable of producing 136dB Peak SPL, the new PS15-R2 Loudspeaker can be safely driven with up to 2000 Watts of amplifier power. Controlled by the new DTD Controller, the PS15-R2 achieves high SPLs and wide bandwidth performance, despite being only half the weight and volume of common trapezoidal loudspeaker systems."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,              ,                              ,           ,        ,        ,           ,
 276 ,Nexo PS15 R2 (Right)                                                           ,Audio - Speakers (Passive)                        ,"A high power system capable of producing 136dB Peak SPL, the new PS15-R2 Loudspeaker can be safely driven with up to 2000 Watts of amplifier power. Controlled by the new DTD Controller, the PS15-R2 achieves high SPLs and wide bandwidth performance, despite being only half the weight and volume of common trapezoidal loudspeaker systems."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,              ,                              ,           ,        ,        ,           ,
  26 ,Nexo PS8                                                                       ,Audio - Speakers (Passive)                        ,"8"" passive"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,              ,                              ,           ,        ,        ,           ,
  31 ,Nexo PS8 amp                                                                   ,Audio - Speakers (Passive)                        ,Amp and built in controller                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,              ,                              ,           ,        ,        ,           ,
