Id   ,Name                                                                           ,Product Group                                     ,Description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,mainsPowerReq ,powerType                     ,prefPwrCbl ,isCable ,cblLeng ,connector1 ,connector2
1037 ,Pioneer DJS-1000                                                               ,DJ Kit - Effects Units                            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Yes           ,c14                           ,        71 ,        ,        ,           ,
  16 ,Pioneer RMX-1000                                                               ,DJ Kit - Effects Units                            ,Remix Station / Effector                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Yes           ,figure 8                      ,       367 ,        ,        ,           ,
  17 ,Pioneer RMX Stand                                                              ,DJ Kit - Effects Units                            ,RMX Stand                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,              ,                              ,           ,        ,        ,           ,
  14 ,Allen & Heath Xone 92                                                          ,DJ Kit - Mixers                                   ,"The industry-standard Xone:92 is a versatile six channel analogue mixer, renowned for its expansive, involving sound.
                                                                                                                                         
                                                                                                                                         With its solid construction and easy to use interface, the 92 is on the riders of most of the world’s top DJs and is a permanent fixture in the booth at many of the biggest superclubs.
                                                                                                                                         
                                                                                                                                         The Xone:92 was one of the first professional DJ mixers to incorporate MIDI for control of DJ software or external devices, and the first to include the innovative dual VCF filters.
                                                                                                                                         
                                                                                                                                         With its two stereo FX sends, twin Mic/returns, and one of the best EQ sections around, this mixer is a DJ’s dream tool."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Yes           ,c14                           ,        71 ,        ,        ,           ,
 525 ,Allen & Heath Xone 96                                                          ,DJ Kit - Mixers                                   ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Yes           ,c14                           ,        71 ,        ,        ,           ,
 115 ,Brixton Jamm - DJ kit bundle                                                   ,DJ Kit - Mixers                                   ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
 113 ,CLF monthly DJ Kit bundle                                                      ,DJ Kit - Mixers                                   ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
 104 ,[DELETED] Ortofon Concorde Pro S cartridge                                     ,DJ Kit - Mixers                                   ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
 979 ,DJM-A9 4-channel professional DJ mixer (black)                                 ,DJ Kit - Mixers                                   ,"The 4-channel DJM-A9 raises the bar for club standard mixers – boasting huge upgrades compared to its predecessor, the DJM-900NXS2 – with stunningly clear sound quality, enhanced playability and connectivity, and a host of new features to help you take your performances to the next level. The DJM-A9 has also been improved as a musical instrument for more emotional and dynamic performances, while retaining the functions and layout that have become club standards.
                                                                                                                                         
                                                                                                                                         Packaging Dims
                                                                                                                                         
                                                                                                                                         Length 55cm
                                                                                                                                         Width 50cm
                                                                                                                                         Height 15cm
                                                                                                                                         
                                                                                                                                         Weight 12kilos"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Yes           ,c14                           ,        71 ,        ,        ,           ,
 454 ,E&S DJR 400                                                                    ,DJ Kit - Mixers                                   ,"- output level (XLR) up to +22 dBm
                                                                                                                                         - Dimensions: 280mm x 210mm x 70mm
                                                                                                                                         - bandwidth - 1db : 10
                                                                                                                                         - 25 000 Hz
                                                                                                                                         - switchable inputs 1 & 3: phono/line
                                                                                                                                         - input 2 : phono
                                                                                                                                         - input 4 : line
                                                                                                                                         - integrated crossover isolator (10 - 300 Hz / 300 - 3000 Hz / 3000
                                                                                                                                         - 25000 HZ) - master and booth : RCA and XLR balanced
                                                                                                                                         - effect loop on master and booth output
                                                                                                                                         - PFL : pushbutton mixable monitor to phones
                                                                                                                                         - external power suply -ALPS potentiometer"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,              ,                              ,           ,        ,        ,           ,
 187 ,Pioneer DJM 750 Mk2                                                            ,DJ Kit - Mixers                                   ,"Take the step to the DJ booth seamlessly with the DJM-750MK2, a 4-channel mixer which inherits key features and design elements from the DJM-900NXS2, creating a club-style setup when combined with our professional CDJ or XDJ multi players.
                                                                                                                                         
                                                                                                                                         You can perform seamless mixes on the DJM-750MK2 thanks to the smooth curves on the EQs and channel faders. The Magvel crossfader, inherited from the DJM-900NXS2, gives a precise response and assured feel during even the most complicated scratch techniques.
                                                                                                                                         
                                                                                                                                         Width - 320mm
                                                                                                                                         Depth - 387.9mm
                                                                                                                                         Height - 107.9mm"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Yes           ,c14                           ,        71 ,        ,        ,           ,
  76 ,Pioneer DJM 850                                                                ,DJ Kit - Mixers                                   ,"The DJM-850 - Endless Creative Opportunities
                                                                                                                                         The DJM-850 combines future-proof technology with all your favourite features
                                                                                                                                         It is primed and ready for the handy plug-and-play technology with your laptop
                                                                                                                                         As well as this, it boasts studio-quality FX for endless creative possibilities and an unrivalled DJing experience
                                                                                                                                         The mixers Beat Colour FX uses side-chaining to add another layer of manipulation to the Sound Colour FX
                                                                                                                                         And to top it off, this mixer has an integrated, high performance, 4-stereo-channel sound card which gives it NO deterioration of sound quality
                                                                                                                                         
                                                                                                                                         Dimensions 12.6"" (W) × 15.0"" (D) × 4.25"" (H)
                                                                                                                                         tech specs: http://www.pioneerelectronics.com/PUSA/DJ/Mixers/DJM-850#specs"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,Yes           ,c14                           ,        71 ,        ,        ,           ,
  11 ,Pioneer DJM 900 NXS                                                            ,DJ Kit - Mixers                                   ,Mixer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,Yes           ,c14                           ,        71 ,        ,        ,           ,
  10 ,Pioneer DJM 900 NXS2                                                           ,DJ Kit - Mixers                                   ,"Top of the range Pioneer mixer
                                                                                                                                         
                                                                                                                                         width: 333 mm
                                                                                                                                         Height: 107.9 mm
                                                                                                                                         Depth: 414.2 mm"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Yes           ,c14                           ,        71 ,        ,        ,           ,
  12 ,Pioneer DJM 900 SRT                                                            ,DJ Kit - Mixers                                   ,Mixer built in Serato                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,              ,                              ,           ,        ,        ,           ,
 607 ,Pioneer DJM S11                                                                ,DJ Kit - Mixers                                   ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Yes           ,c14                           ,        71 ,        ,        ,           ,
 459 ,Pioneer DJM S9                                                                 ,DJ Kit - Mixers                                   ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Yes           ,c14                           ,        71 ,        ,        ,           ,
 811 ,Pioneer DJM-V10                                                                ,DJ Kit - Mixers                                   ,"Forge a new sound with the DJM-V10; a new breed of mixer, born of fresh thinking. It’s built to allow the most creative DJs to craft original soundscapes. This 6-channel unit – loaded with unique features – produces warm audio full of energy and presence. Take full control of your mix and get ready to create something the crowd has never heard before."                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,Yes           ,c14                           ,        71 ,        ,        ,           ,
 126 ,Rane MP2015                                                                    ,DJ Kit - Mixers                                   ,4 Channel Rotary mixer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Yes           ,c14                           ,        71 ,        ,        ,           ,
   8 ,Technics 1200/1210 MK2 (silver)                                                ,DJ Kit - Mixers                                   ,Turntable                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Yes           ,c14                           ,        71 ,        ,        ,           ,
 499 ,"Custom White Booth Surround, 6ft"                                             ,DJ Kit - Risers and Booths                        ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
1087 ,"DJ Booth, painted black"                                                      ,DJ Kit - Risers and Booths                        ,Hand painted dj booth                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,              ,                              ,           ,        ,        ,           ,
1062 ,"DJ booth surround, painted black"                                             ,DJ Kit - Risers and Booths                        ,Hand painted dj booth surround to fit 4x2 ft litedeck riser.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,              ,                              ,           ,        ,        ,           ,
 685 ,"DJ booth surround, painted white,  4ft x 2ft"                                 ,DJ Kit - Risers and Booths                        ,Hand painted dj booth surround to fit 4x2 ft litedeck riser.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,              ,                              ,           ,        ,        ,           ,
 684 ,"DJ Booth, white, 4x2ft"                                                       ,DJ Kit - Risers and Booths                        ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
 185 ,Litedeck DJ booth (4 x 2)                                                      ,DJ Kit - Risers and Booths                        ,"4ft x 2ft DJ table / booth constructed from industry standard Litedeck, aluminium legs and a neat black drape."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
 137 ,Litedeck DJ booth (6 x 2)                                                      ,DJ Kit - Risers and Booths                        ,"6ft x 2ft DJ table / booth constructed from industry standard Litedeck, aluminium legs and a neat black drape.
                                                                                                                                         
                                                                                                                                         Deck height: 93.5cm
                                                                                                                                         Clearance under deck: 76.cm"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,              ,                              ,           ,        ,        ,           ,
 163 ,Litedeck DJ booth (8 x 2)                                                      ,DJ Kit - Risers and Booths                        ,"8ft x 2ft DJ table / booth constructed from industry standard Litedeck, aluminium legs and a neat black drape."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
 498 ,"White DJ booth, 6ft x 2ft"                                                    ,DJ Kit - Risers and Booths                        ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
 773 ,"DMX 5pin, 01m"                                                                ,DMX Cable - 5pin                                  ,DMX 1m 5pin Cable                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,              ,                              ,           ,        ,        ,           ,
 730 ,"DMX 5pin, 02m"                                                                ,DMX Cable - 5pin                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
 774 ,"DMX 5pin, 03m"                                                                ,DMX Cable - 5pin                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
 600 ,"DMX 5pin, 05m"                                                                ,DMX Cable - 5pin                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,              ,                              ,           ,        ,        ,           ,
 929 ,"DMX 5pin, 10m"                                                                ,DMX Cable - 5pin                                  ,DMX 10m 5pin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,              ,                              ,           ,        ,        ,           ,
1091 ,"DMX 5pin, 20m"                                                                ,DMX Cable - 5pin                                  ,DMX 10m 5pin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,              ,                              ,           ,        ,        ,           ,
